id,type,text1,text2,text3,text4,text5,notes
pack_mastiff,SHIP,"An unusually large P.A.C.K. spacefaring vessel with good speed and agility and potential to deliver massive damage with a big bite from the forward facing missile and energy weaponry. Once she has got a grip, she can be difficult to shake off in a one-on-one battle due to her manoeuvring jets.",,,,,
pack_bulldog,SHIP,"Big, ugly, and powerful - but a history of introspective and destructive design iteration means it is no longer the ultimate fighting dog that it once was.
The original designs were, at one point, best in class and this vessel was a key tactical piece in the Kollective achieving the segregation that they so desired. As the Bulldog saw fewer and fewer engagements, and the relevant technical minds rotted through generations of isolation, without enough self-awareness or foresight, the systems were (at best) never suitably upgraded (or at worst) inadvertently down-specified against a comparable machine in another part of the sector.
Whilst it does not compare favourably in terms of ordnance load or flux handling to the other key players in its weight-class - two front facing closely focused large ballistic mounts and exceptional all round coverage make it a very dangerous foe in shorter evenly-matched engagements against most ships.",,"Cementing its status as a resilient fleet anchor, the modern Bulldog is equipped with the 'Alpha Call' wolfpack coordination array. This advanced tactical suite allows it to seamlessly direct allied strikes and command the vanguard of any P.A.C.K. formation.",,,
pack_bulldog_bullseye,SHIP,"This Bulldog is a heavily modified version of the P.A.C.K. Capital ship - with a much improved ordnance package and a more specialised focus on the front-mounted ballistic weaponry.
The original designs were, at one point, best in class and this vessel was a key tactical piece in the Kollective achieving the segregation that they so desired. As the Bulldog saw fewer and fewer engagements, and the relevant technical minds rotted through generations of isolation, without enough self-awareness or foresight, the systems were (at best) never suitably upgraded (or at worst) inadvertently down-specified against a comparable machine in another part of the sector. This particular version has had a lot of these design errors corrected, and is significantly more dangerous than the base-spec Bulldog.
This particular Bulldog does compare favourably to the other key players in its weight-class - and with three front facing closely focused large ballistic mounts, an ammo-feed system and exceptional all round coverage - don't get caught in front of this monster.",,,,,
pack_schnauzer,SHIP,"An agile frigate with an unusual capacity for handling flux dissipation, unfortunately the agility and dissipation are possible largely by foregoing protective armour measures.
Excels as a point defense escort craft due to four light energy turrets providing coverage in all directions, coupled with the exceptional flux dissipation rate. A brave captain can utilise the Schnauzer in many roles, including strike and assault, but the lightweight frame and poor dissipation with the shield up makes it unsuitable generally for direct engagements with larger craft.",,,,,
pack_anarchist_station1,SHIP,"An orbital station bearing the markings of Pre-P.A.C.K. Anarchist Groups. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,,
pack_anarchist_station2,SHIP,"An orbital station bearing the markings of Pre-P.A.C.K. Anarchist Groups. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,,
syndicate_asp_copperhead_p,SHIP,A rarely seen adaptation of the ubiquitous ASP freighter / carrier. This version is significantly better armed including the in-built pair of ‘Typewriter’ point defense machine guns.,,,,,
syndicate_asp_copperhead,SHIP,"Cruiser-sized freighter, built around the speedy delivery of cargo.
Flight deck and hangar space allows for a versatile fighter escort, but low ordnance capability (especially compared to the hull size) means the on-board armaments can be limited.",,,,,
syndicate_asp_gigantophis,SHIP,"Large and relatively fast cargo craft, with a reasonable combat capability.
Still needs heavy support when operating outside the more civilized sectors, but a shrewd captain can move a lot of cargo, and get very rich, very fast. The on-board flight deck means that these are quite often escorted by a significant fighter force, which are additionally supplemented by the ships ‘Targeting Feed’ system.",,,,,
syndicate_asp_gigantophis_p,SHIP,"A frighteningly militarized overhaul of the standard ASP heavy freighter, customized in secret drydocks by the Syndicate's ruthless Familia enforcers. Stripping away civilian cargo bays and automated freight gantries, the Gigantophis (F) is reconstructed entirely around a spinal-mounted ASP Viper Pulse Cannon—a jury-rigged heavy plasma projector capable of firing rapid, punishing bursts of high-velocity violet bolts that overwhelm hostile shields and fracture armor plating. Supported by auxiliary maneuvering thrusters and dedicated strike fighter bays, this sinister warship transforms a docile bulk transport into a devastating assault carrier.",,,,,
syndicate_asp_diamondback,SHIP,"Quick and lightly armed courier craft.
Good speed and fair manoeuvrability still make it a capable combat craft, but low ordnance potential means the captain needs to be selective in the choice of weaponry.",,,,,
syndicate_asp_diamondback_p,SHIP,A modified version of the common Diamondback – this is significantly less common and a lot more dangerous.,,,,,
syndicate_asp_hognose,SHIP,"This is a run of the mill combat freighter – with no particular outstanding strengths or weaknesses – and a single refittable flight deck.
Holds its own in medium-sized fleets when a smaller dedicated freighter just doesn’t have enough teeth.",,,,,
syndicate_asp_hognose_p,SHIP,An upgunned (and rare) version of the base Hognose; a medium sized ballistic hardpoint allows this light destroyer to become a serious threat on the battlefield.,,,,,
syndicate_asp_kingcobra,SHIP,"A capital-grade vessel built explicitly for the purposes of exploration. Capable of operating for a reasonable length of time with minimal logistic support, and offering class-leading fuel economy.
The internals of the craft are punctuated with multiple snaking corridors bridging large open fab-decks with smaller sub-voids providing container space, sleeping accommodation and control suites. The fab-decks provide in-flight synthesis of various goods (allowing for a reduced supply footprint) as well as feeding the 4 bays up front of the craft. These 4 bays allow for the deployment of (variously) probes, surface drones and half-tracks, sens-nets and up to 3 refittable LPC fighter craft.
An in-built ‘Death Rattle’ support wing alongside some modest weaponry round out the offensive capability of the craft – which in line with the rest of the ASP Doctrine tends towards providing a deterrent rather than a true capital-grade offensive capability.",,,,,
syndicate_asp_kingcobra_p,SHIP,"A modified, and rarely seen, version of the ASP fleet’s explorer, the King Cobra. Where the parent ship concentrates on fuel economy and survey capabilities; this particular craft concentrates on the provision of terrible firepower in the form of 3 large missile mounts.",,,,,
syndicate_asp_death_rattle,SHIP,Heavy support fighter with an extremely useful flak cannon. Limited offensive capability but provides exceptional defensive support for the parent carrier.,,,,,
syndicate_asp_constrictor,SHIP,"A large and powerful fighter craft widely used in escorting ASP fleets outside of the safer courier routes.
A major deterrent for frigates and opposition fighters, and difficult to take down for everybody. Much like the other ASP fighter craft, will struggle to bring a true offensive capability to the battlefield outside of small-scale skirmishes - but by the time this thing has done its job causing interference throughout the battlefield - the mission payload can often be ready to engage a sustained burn in hyperspace.",,,,,
syndicate_asp_venom,SHIP,"Capable and versatile fighter craft, designed to combat other fighter and bomber threats.
Sporting a couple of mining lasers and a pack of swarmers, the Venom struggles against anything of real size.",,,,,
syndicate_asp_bite,SHIP,"Lightweight drone that carries a low support profile, and is cheap.
Often deployed to escort the ASP syndicate fleet in civilized space, where a deterrent is more important than a genuine combat threat.",,,,,
pack_skimmer,SHIP_SYSTEM,"An early precursor to Phase technology, the P.A.C.K. phase skimmer achieves an effect very similar to that seen on the Wolf-class and the Medusa-class craft.
This prototypical system is large, cumbersome, flux-hungry but generally very stable. This P.A.C.K. technology utilises a large phase coil to bring the body of the ship in to p-space via the singular discharge of a liquid copper 1.2 teraCoulomb capacitor. This metamotion causes a huge inductive load to spike back through the coil, which in turn fires through a secondary super-cooled electromagnet, pulling space in to small local wrinkles and snapping the craft back to n-space, at a slightly different location.",Movement,"An early precursor to Phase technology, the P.A.C.K. phase skimmer achieves an effect very similar to that seen on the Wolf-class and the Medusa-class craft.",,,
pack_engine_divert,SHIP_SYSTEM,"Crew divert power and cooling from major auxiliary systems directly to the engine thrusters, granting a significant temporary surge in speed and maneuverability.",Movement,Temporarily increases top speed and maneuverability at the cost of shield and weapons efficiency.,,,
pack_keflusker,SHIP_SYSTEM,"The engine is temporarily increased in thrust and controls locked. Allows limited increase in battlefield mobility, as long as you want to go in a straight line.
Borrowing a lot of technology from the commonly applied Expansion-tech 'Burn Drive', this particular system is ostensibly a reverse engineered; modified version of the same which allows the shield to remain active whilst limiting total active power. On activation the crew are - every time - met by the holo-signature of revered Canebianco technician 'Tricot Raye' dramatically explaining the relevant safety-protocols. Such was the techincal skill (and ego) of Raye in the implementation, ongoing P.A.C.K.-wide efforts to unlock and circumvent this repetitive, overdone and badly delivered soliloquy are failing.",Movement,"The engine is temporarily increased in thrust and controls locked. Allows limited increase in battlefield mobility, as long as you want to go in a straight line.",,,
pack_flux_divert,SHIP_SYSTEM,"The crew divert their attention from engine related issues towards the shield, allowing the shield flux management systems to operate more efficiently.",Defense,Diverts power to shield projectors to increase shield efficiency and dissipation.,,,
pack_trilat_algorithms,SHIP_SYSTEM,"A trilateral comms link is engaged between the carrier and each wing using an on-board single-threaded quantum CPU. The automated feedback-loops alternate between three craft at a time; creating a 'possibilities-forecast' matrix - predicting optimal courses of navigation and collision avoidance for all forseeable courses of action over a brief period.
This enhanced intel-map allows each fighter to push their speed and manoeuvrability envelope well over the norm whilst still maintaining collision events within tolerance.",Fighter,This enhanced intel-map allows each fighter to push their speed and manoeuvrability envelope well over the norm whilst still maintaining collision events within tolerance.,,,
junk_pirates_burst_jets,SHIP_SYSTEM,"Pre-charged cylinders of various cryo-gases are discharged into the various engine mechanisms aboard the ship – allowing the engines to run hot, boosting ship mobility temporarily. The discarded cylinders or ‘plugs’ carry a significant electrostatic charge and have been known to provide a suitable level of interference against minor missile threats on the battlefield.",Movement,Increases mobility and provides for flare-like discharge of cryo-liquid ‘plugs’.,,,
junk_pirates_kraken_retreat,SHIP_SYSTEM,"The Mass Ejection Retreat MechANism or MERMAN allows the hulking, lumbering, virtually immobile bulk of an overcommitted and inevitably overfluxed Kraken to go backwards relatively quickly.
There is no specific recipe for what gets chucked out of the front, but it is widely believed that using plugged-in CRT display screens (coupled to small but appropriately sized lead-acid UPS battery systems) brings good luck on the battlefield. It also allows for the fairly easy disposal of obsolete technology.",Defensive,The ship is forced backwards by the forward discharge of large quantities of mass. Locks out controls and drops shield.,,,
junk_pirates_electrochafflauncher,SHIP_SYSTEM,"Launches chaff particles carrying a heavy electrostatic charge to interfere with the targeting systems of hostile PD weapons and incoming missiles. After a short charging period, chaff will release an EMP arc targeting a nearby hostile missile within a small radius.",Defensive,Launches electrostatically charged chaff particles to defend against nearby enemy missiles.,,,
junk_pirates_cruiser_burst_jets,SHIP_SYSTEM,"Dumping cryo-liquids from half-tonne Vacuum Insulated Evaporator tanks straight in to and around the cooling jackets of the ships engines allows for large ships to perform minor miracles in manoeuvrability – at least for a short while. The used vessels when ejected break up to form electrostatically charged debris which functionally act as flares.
In theory this will massively shorten the economic life of the particular vessels engine train and in order to mollify the engineering teams is often applied with a simple modification to allow for the efficient production and packaging of frozen dairy products.",Movement,Increases mobility and provides for flare-like discharge of cryo-liquid ‘plugs’.,,,
junk_pirates_damper,SHIP_SYSTEM,"Temporarily overcharges the localized structural fields, significantly increasing damage resistance.",Defense,Overcharges structural fields to dramatically reduce damage taken.,,,
junk_pirates_welding_drones,SHIP_SYSTEM,Deploys an autonomous wing of heavy industrial welding and excavation drones to assist the mothership in point-defense and close-range tactical fire.,Support,Deploys autonomous mining and point-defense drones.,,,
junk_pirates_delay_emp,SHIP_SYSTEM,"Charges a high-voltage electrostatic discharge array that arcs into nearby hostile ordnance and enemy fighter hulls, scrambling electronic systems and detonating missile warheads prematurely.",Defensive,Discharges high-voltage EMP arcs targeting nearby enemy missiles and craft.,,,
junk_pirates_interdictor,SHIP_SYSTEM,"Originally salvaged from repurposed Domain-era electronic warfare arrays, the Heavy Interdiction Suite is a massive, jury-rigged amalgamation of high-yield capacitors and raw EM projectors. When triggered, it discharges a blinding interdiction pulse that overwhelms a single target's systems from afar. The sheer electromagnetic force forces a complete engine flameout, temporarily locks out the target's active ship systems and point-defense grids, and heavily suppresses their navigational agility. More terrifyingly, the array acts as a weaponized heat-sink: it violently siphons 40% of the host ship's accumulated flux and shunts it directly into the target, forcing catastrophic system overloads on the enemy while simultaneously flooding allied Phase Drones with an overcharged signal that drives them into an aggressive assault frenzy. Firing the array is incredibly taxing on the host hull, permanently degrading its combat readiness with each use.",Offensive,"Shuts engines off, disables PD, locks ship systems, cuts agility, and shunts flux.",,,
junk_pirates_heavy_burst_jets,SHIP_SYSTEM,"Massive multi-tonne Vacuum Insulated Evaporator tanks dump high-density cryo-liquids directly into the supermassive sub-light thrusters of capital vessels, providing an instantaneous +40 boost to forward speed. The discarded heavy canisters eject as electrostatically charged chaff that decimate incoming missile arrays.",Movement,Provides an instant forward boost to speed and launches charged chaff.,,,
pack_alpha_call,SHIP_SYSTEM,"The flagship broadcasts an encrypted tactical telemetry burst, designating an enemy target as the quarry and rallying nearby allied craft. The flagship gains improved flux dissipation and weapon handling, while nearby escorts receive speed and fire rate coordination. The targeted vessel suffers localized electronic warfare jamming, degrading its weapon tracking.",Support,"Designates an enemy quarry, coordinating allied escorts and jamming the target.",,"Increases flagship and allied escort speed, maneuverability, and rate of fire while disrupting the quarry's weapon aim.",
pack_tri_overcharge,SHIP_SYSTEM,"Temporarily bypasses weapon feed safeties across all mounts, accelerating the ship's ballistic autoloaders, energy capacitor cycling, and missile rack loaders. The synchronized feed system significantly boosts rate of fire while moderating weapon flux generation.",Offensive,"Increases rate of fire across all weapons and reduces energy and ballistic flux generation.",,"Increases ballistic, energy, and missile rate of fire by {{15%}}, and reduces ballistic and energy weapon flux generation by {{15%}}.",
pack_ridgeback_drive,SHIP_SYSTEM,"Activates dorsal thermal shunt heat pipes along the ship's armored spine while engaging high-cycle weapon feeds. The rapid heat dissipation and accelerated firing cycle allow the ship to sustain aggressive gun runs and nimble maneuvering without risking reactor overload.",Offensive,"Increases flux dissipation, rate of fire, and maneuverability while reducing weapon flux generation.",,"Increases flux dissipation by {{40%}}, reduces weapon flux generation by {{25%}}, and increases weapon rate of fire by {{15%}}. Also provides a moderate boost to speed and maneuverability.",
junk_pirates_mason_refractor,SHIP_SYSTEM,"A targeted refractive shield matrix projected onto a hostile vessel up to 900 su away, forcing a rapidly collapsing 360-degree shield containment prison around their hull. The overwhelming pressure of the collapsing bubble deals energy damage to armor and hull while weapon feeds are suppressed and internal flux rises rapidly. External weapon fire is absorbed by the matrix shell. Attempting to encompass a capital-class vessel requires exponentially more energy to maintain the matrix; a feat considered too taxing and frankly wasteful by Junk Pirate engineers.",Offensive,"Traps a cruiser-sized or smaller enemy in a 3.5s shield prison, isolating them, crushing their hull, and building flux.",,,
planet_brehinniI,CUSTOM,"A searing, rocky-metallic husk world perpetually roasted by the fierce crimson glare of Breh'Inni. The planet's fractured crust is cleaved by an endless network of jagged tectonic canyons, littered to unknown depths with rejected industrial slag, scorched starship frames, and abandoned mining infrastructure. Within subterranean fissures and pressurized dome clusters, an eccentric, self-governing commune of outlaw tinkerers, scrapper artists, and black-market electronics hackers thrives beyond the formal reach of Glory's King.",,,,,
planet_brehinniII,CUSTOM,"A turbulent gas giant enveloped in swirling bands of copper, rust, and dull amber. While extreme gravitational compression and scalding core temperatures prevent Backspin from igniting as a brown dwarf, its upper troposphere is infamous across the Breh'Inni system as the premier proving ground for Junk Pirate fighter pilots. The high orbital corridor is choked with a perpetual ring of perforated, drifting hulls—mute testaments to generations of live-fire dogfighting exercises and botched high-gravity maneuvers.",,,,,
planet_brehinniIII,CUSTOM,"A freezing, cryogenic world of ammonia and methane glaciers where water-ice behaves with the hardness of granite, forming jagged mountain ranges and vast frozen plains. Sprawling across the sub-surface and winding through the lower atmosphere is a monumental, Domain-era network of crystalline metallo-ceramic hab-tubes. Now occupied by the eccentric nobility and scrapper syndicates of the Junk Pirates, Glory serves as the bustling capital of the Kingdom—a chaotic hub of jury-rigged shipyards, lawless bazaars, and industrial foundries.",,,,,
planet_brehinniIV,CUSTOM,"A majestic, indigo-veiled gas giant whose immense hydrogen-rich atmosphere is crowned by a striking system of shimmering icy dust rings. Deep within its crushing mantle, astronomical pressures compress hydrogen into an exotic metallic slurry. Hope stands as a vital navigational beacon on the outer approach to Glory, its expansive ring planes frequently used by scrapper fleets and raiders to mask their thermal signatures before jumping through the system gate.",,,,,
planet_brehinniV,CUSTOM,"A desolate outer world of methane ice and razor-sharp silicate ridges. Due to the eccentric orbit and faint warmth of the distant primary, a tenuous volatile atmosphere sublimates along the day side, only to precipitate violently as caustic crystalline snow when rotating into the freezing night. The surface is heavily scarred by automated scoops and low-altitude harvesters dispatched by the neighboring N.O.M.D.E. station.",,,,,
planet_brehinniVI,CUSTOM,"A desolate rocky-metallic planet on the frozen fringe of the Breh'Inni system. Over centuries, Too Far has served as an unintentional firing range and dumping ground for errant mass-driver payloads ejected by N.O.M.D.E., as well as countless jettisoned radioactive reactor cores from passing scrapper fleets. Its rugged highlands cast an eerie, phosphorescent gleam in the void from the sheer concentration of pulverized synthetic matter and irradiated debris.",,,,,
planet_canisI,CUSTOM,"A scorched, metallic world orbiting in close proximity to the red dwarf Canis. Stripped of any meaningful atmosphere by millennia of stellar flares, Spot is surrounded by a dense ring of pulverized ore and asteroidal debris known as Spot's Belt. Its mineral-rich crust and the sheltered radar shadows within the surrounding ring system make it a favored staging ground for outlaw raiders and corsairs.",,,,,
planet_canisII,CUSTOM,"A frigid, crater-pocked world of silicate rock and dirty water-ice. Hooch exists in perpetual twilight, its barren surface shadowed by drifting orbital wreckage and old battle debris. Rumors persist among local smugglers that forgotten fuel caches and illicit cargo drops are hidden within its deep glacial rifts.",,,,,
planet_canisIII,CUSTOM,"A colossal gas giant enveloped in an eerie, luminous emerald shroud. Beneath Petra's upper cloud decks lie the floating atmospheric arcologies and industrial habitats of the Post-Anarchist Canis Kollective. Generations of heavy atmospheric processing and closed-loop synthetic recycling have saturated the surrounding troposphere with radioactive heavy metals and toxic isotopes, turning the planet's protective veil into a suffocating environmental crisis that now forces the Kollective out into the Sector.",,,,,
planet_canisIV,CUSTOM,"A restless, cryovolcanic outer world whose methane-frosted surface is regularly reshaped by towering geysers of supercooled ammonia and slurry. Orbiting on the outer rim of Canis near the primary jump-point, Laika serves as an icy watchpost and navigational reference for inbound fleets.",,,,,
planet_ursuloI,CUSTOM,"A desolate, cinder-baked world nearest to the bright yellow star Ursulo. Rupert's surface is heavily pitted with impact craters and the glassed scars of kinetic strikes dating back to early corporate border disputes, leaving behind a sterile wasteland of irradiated basalt.",,,,,
planet_ursuloII,CUSTOM,"A dense, rocky-metallic planet rich in heavy ores and rare elements. Winnipeg bears the unmistakable gouges and strip-mining trenches left by aggressive corporate extraction projects during the expansion era, now standing as a desolate metallic monument to unbridled industrial exploitation.",,,,,
planet_ursuloIII,CUSTOM,"An arid, sun-bleached world dominated by vast expanses of shifting dunes and jagged mountain ranges. Violent seasonal dust fronts ravage the equatorial wastes, forcing the bulk of the population into fortified mega-cities and high-density corporate arcologies clustered along the temperate tropics. Under the sleek veneer of legitimate interstellar shipping, Paddington is the seat of the ASP Syndicate—a thriving nexus of underworld finance, high-volume logistics, and aggressive corporate syndicates.",,,,,
planet_ursuloIV,CUSTOM,"A massive, violet-and-indigo banded gas giant holding sway over the outer reaches of the Ursulo system. Aloysius anchors vast Trojan asteroid clusters at its Lagrange points, creating a haven of navigational dead-zones favored by smugglers and rogue fleets seeking to evade Syndicate patrol sweeps.",,,,,
planet_ursuloV,CUSTOM,"From orbit, Yogi presents the stunning image of a lush, pristine terran paradise with azure seas and rolling green continents. In reality, vast swathes of the emerald 'forests' are meticulously painted roofs covering sprawling, high-capacity petrochemical and antimatter fuel refineries. Through remarkably advanced filtration grids, the planetary ecosystem is kept just stable enough to sustain a comfortable standard of living for corporate executives and industrial laborers alike.",,,,,
planet_ursuloVI,CUSTOM,"The pale, cryovolcanic moon of Paddington. Baloo's surface is mapped with glittering fields of frozen nitrogen and active cryo-geysers that vent shimmering plumes into the void. Its stark, frozen horizon provides a dramatic backdrop to the endless stream of commercial traffic arriving at Paddington's orbital approaches.",,,,,
planet_yorkI,CUSTOM,"A searing rocky-metallic world closest to the star York. Rich veins of heavy metals pit its cratered crust, though intense solar radiation makes surface operations hazardous without orbital shielding.",,,,,
planet_yorkII,CUSTOM,A small frozen world composed of rock and water ice. The planetary surface is crisscrossed by deep cryogenic glaciers and sparse automated surveying outposts.,,,,,
planet_yorkIII,CUSTOM,The wholesomeness of Lincoln can almost be seen from space. The planet is often used by the Hegemony to demonstrate the success of their policies in bringing order and stability back to the sector.,,,,,
planet_yorkIV,CUSTOM,"A massive, sickly-yellow gas giant slowly tracing the outer frontier of the system. Swanage is characterized by violent equatorial wind shears, dense radiation belts, and a prominent retinue of captured moons. While its upper atmosphere is rich in harvestable isotopes, commercial exploitation is heavily hampered by the presence of rogue raider cells and anomalous Pre-Collapse structures anchored in its orbital plane.",,,,,
planet_yorkIVa,CUSTOM,"The frozen wastes of Dartmouth are bound in eternal frost, its rugged highlands crisscrossed by an extensive network of Domain-era metallo-ceramic hab-tubes. Unlike the bustling conduits on Glory, the structures here have fallen into cold silence—their life support systems long drained, their sealed bulkheads preserving forgotten Pre-Collapse survey archives and frozen machinery that draw intrepid salvage expeditions.",,,,,
planet_yorkIVb,CUSTOM,"Orbiting directly opposite its dormant sister Dartmouth, Christchurch possesses a substantially intact and functional network of Domain hab-tubes. Pressurized by geothermal tap-wells and heavy life-support matrices, these tubular subterranean arcologies provide a vital, heavily fortified frontier outpost for the PACK Kollective, enabling deep-range patrol coordination and local mineral processing.",,,,,
station_lincoln_cathedral,CUSTOM,It is not clear how the orbital station at Lincoln originally became known as 'the Cathedral' - however Hegemony propaganda places it highly as a point of pilgrimage for space travellers. Particularly those in the import / export business.,,,,,
karkov_academy,CUSTOM,"A sprawling orbital scrap-citadel and the supreme military command center of the Junk Pirates, orbiting perilously low within Backspin's upper gravity well. The station's heavy armored superstructure shimmers with a menacing red hue under the light of Breh'Inni, scarred by near-constant impacts from hypervelocity debris. Within its labyrinthine hangar bays and live-fire simulation corridors, the King's most ruthless fighter aces and fleet commanders are hardened through relentless attrition.",,,,,
paddington_station,CUSTOM,"The crowning jewel of the ASP Syndicate's commercial empire, Paddington Station is a colossal, multi-tiered orbital transit hub. Thousands of armored freighters, express couriers, and discreet corporate shuttles dock daily at its automated berths, where billions of credits in licit and illicit goods change hands in luxurious executive suites and shadowy under-deck concourses.",,,,,
station_port_revive,CUSTOM,"A sleek, gleaming Tri-Tachyon orbital installation whose pristine corporate geometry stands in stark contrast to the roughshod settlements of the Canis system. Ostensibly an advanced tech-mining logistics and salvage hub, the station serves as a secure listening post and research facility tasked with dissecting the Kollective's unorthodox phase-skimmer technology.",,,,,
jameson_orbital,CUSTOM,"A fortified orbital base built into a hollowed-out nickel-iron asteroid above Spot. Jameson Orbital serves as the undisputed bastion of pirate warlords in the Canis system, featuring heavily reinforced docking bays, clandestine munitions depots, and raucous mercenary dens that project corsair power across the inner trade routes.",,,,,
junk_pirates_spinerette,CUSTOM,"A colossal, segmented megastructure of unknown Domain or Pre-Collapse provenance, drifting in silent orbit around the gas giant. Resembling an immense metallic arachnid, the Spinerette is believed to have been an automated nano-assembly web-spinner responsible for extruding and laying the miles of metallo-ceramic hab-tubes found throughout the sector. Though currently inert, residual energy readings pulse deep within its central nexus.",,,,,
junk_pirates_spinerette_active,CUSTOM,"A churning, luminous cloud of self-replicating nano-assemblers and autonomous construction automata swarming around an ancient spinal chassis. Crackling with coherent energy discharges, the cloud extends shimmering crystalline tendrils deep into the planetary atmosphere, actively harvesting matter and weaving complex megastructures in an eerie manifestation of unrestrained Pre-Collapse geo-engineering.",,,,,
junk_pirates_hypercube,CUSTOM,"A geometric framework composed of an impossibly dense, non-reflective adamantine alloy, hovering silently in space. The artifact exhibits electromagnetic resonance patterns and spatial warping signatures remarkably akin to the inactive Domain Gate network, yet its precise function and origin remain an unsettling mystery to even the most experienced salvagers.",,,,,
junk_pirates_abandoned_hulk,CUSTOM,"The skeletal, twisted carcass of an ancient capital-class industrial vessel or station module, slowly tumbling along a decaying orbital trajectory. Corrosive stellar winds and micrometeorite impacts continue to strip metallic fragments from its ribs, producing dazzling streaks of atmospheric entry fire as discarded bulkheads plunge toward the world below.",,,,,
nomde_plume,CUSTOM,"The Nearly There Orbital Mass Driver Experiment (N.O.M.D.E.) is a colossal, jury-rigged industrial extraction platform tethered above the frozen crust of Nearly There. Originally constructed to harvest volatile slurry for an eccentric, long-abandoned planetary siege cannon, the station has evolved into a bustling volatile mining hive. Massive magnetic coils still periodically test-fire high-velocity slug canisters across the outer system, to the constant annoyance and terror of nearby shipping.",,,,,
fireworks_factory,CUSTOM,"A massive, heavily armored industrial station drifting through the volatile-rich Fireworks Belt. Serving as the primary weapons foundry and ordnance testing ground for the ASP Syndicate, the station echoes with the thunder of constant munitions fabrication. Behind blast-shielded bulkheads and black-market storefronts, the ruthless ASP Familia manufactures illicit explosives and enforces syndicate contracts.",,,,,
finnigans,CUSTOM,"An unruly, sprawling mining citadel anchored within the dense ice and ore bands of Finnigan's Gift. Operating largely outside any central authority, the station is a chaotic hive of independent prospectors, black-market ore smelters, and heavily armed gun-runners trading raw asteroid yield for refined fuel and weaponry.",,,,,
bear_pit,CUSTOM,"Perpetually cast in deep shadow within the immense umbra of Aloysius, Bear's Pit is widely regarded as one of the most ruthless outlaw stations in the sector. Free from the formal oversight of the Syndicate, it operates as a lawless pirate haven where black-market cargo is fenced, bounties are brokered, and disputes are settled through swift violence.",,,,,
junk_pirates_anarchist_researchbase,CUSTOM,"An isolated deep-space research installation constructed during the early anarchist secession. The station contains networks of specialized laboratory bays, quantum computation nodes, and prototype sensor arrays originally designed to explore exotic phase phenomena and closed-loop biosystems. Closer inspection may yield valuable salvage.",,,,,
junk_pirates_anarchist_mining,CUSTOM,"An automated asteroid-mining platform bearing the faded insignias of early Pre-PACK anarchist collectives. Though officially decommissioned, its heavy ore processors and extraction gantries remain semi-intact, with faint power signatures suggesting salvageable machinery and forgotten mineral caches within its pressurized vaults.",,,,,
junk_pirates_anarchist_habitat,CUSTOM,"A communal orbital habitat module dating to the initial migration of the Canis anarchist factions. Emergency auxiliary reactors continue to maintain rudimentary atmosphere in sealed compartments, where surviving data logs, personal effects, and forgotten supplies await discovery.",,,,,
JUNK_habTubes,CUSTOM,"A vast network of Domain-era metallo-ceramic habitation tubes woven across the planetary surface and subsurface crust. These ancient atmospheric conduits provide sheltered living volumes and life-support stabilization, significantly lowering planetary hazard.",,,,,
JUNK_habTubes_active,CUSTOM,"An extensive network of Domain-era habitation tubes intertwined with the crust and atmosphere. The ancient orbital automata cloud remains active, relentlessly expanding the construction with volatile nanite emissions and aggressive drone patrols that pose a severe hazard to colonists.",,,,,
syndicate_asp_familia,CUSTOM,"Headquarters of the ASP Familia, the syndicate's feared enforcement branch. Embedded deep within corporate structures, this organization coordinates privateer fleets and heavy enforcement operations to safeguard Syndicate trade dominance.",,,,,
syndicate_asp_credit_chip,RESOURCE,"Even though the majority of financial transactions can be carried out remotely and reliably from just about any point in the sector, sometimes this hyper-connectedness can lead to a level of scrutiny that certain individuals do not always appreciate.
In that case, physically moving money by decrypted credit chips is an archaic (but widely accepted) way to ensure a certain level of opacity can be maintained, which works great assuming you can trust whoever is carrying your chips for you.",,,,,
junk_pirates,FACTION,"The Junk Pirates are a motley collection of individuals, cults and sub-factions based in the Breh'Inni system - living throughout the arcane domain-tech hab-tubes knitted through the mantle and lower atmosphere of the freezing world of Glory.
Whilst these groups are disparate and many-faceted as individuals, they are bound together by a cultural affinity and appreciation of technology.
The other almost universally shared attribute is a belief in a lack of formal establishment (beyond the pseudo-monarchic ranking on Breh'Inni under the King), and a subsequent dislike of the larger factions.",,,,,
syndicate_asp,FACTION,"The Associated Starline Parcels Syndicate were once a simple corporate courier – grown large through financially and socially aggressive mergers, acquisitions and backroom deals
Their home planet (Paddington in the system of Ursulo) is haunted by a pervasive criminal underworld, but the services and commercial dealings of the syndicate leave them in a positive standing to most of the major factions.",,,,,
pack,FACTION,"The Post Anarchist Canis Kollective have recently emerged from under a thick and increasingly toxic atmosphere of Petra, a shield for centuries which kept them hidden from outsiders.
In recent times it has become a smothering blanket, as the technology which has kept them in food, supplies and energy by resynthesising the atmospheric material has rejected non-ideal isotopes and compounds back to the planet to the point where the existence of the colony is threatened.
In their emergence they are socially and technologically unprepared for the current state of the sector.",,,,,
